group_farm-farm_location,group_farm-farm_size,group_farm-farm_size_unit,group_farm-measurement_unit_other,group_farm-land_ownership,group_farm-land_ownership_other,group_farm-cropping_area,group_farm-cropping_area_unit,group_farm-cropping_area_other,group_farm-land_use,group_farm-land_use_other,group_soil-soil_quality,group_soil-soil_quality_indicators,group_soil-soil_types,group_soil-num_soil_types,group_soil-soil_types_description,group_soil-soil_surface,group_soil-rock_gravel,group_soil_erosion-erosion_prevalence,group_soil_erosion-erosion_type_farm,group_soil_erosion-erosion_control_measures,group_soil_erosion-erosion_control_description,group_crop_production-crop_type,group_crop_production-crop_type_other,group_crop_production-crop_production,group_crop_production-crop_production_other,group_crop_production-crop_productivity_enhance,group_crop_production-crop_productivity_other,farm_management-crop_rotation,farm_management-fallowing,farm_management-fallow_percent,farm_management-fallow_years,farm_management-burning,farm_management-crop_residue,farm_management-crop_residue_other,farm_management-farmyard_manure_use,farm_management-manure_use_crops,farm_management-compost_use,farm_management-compost_use_crops,farm_management-mulch_use,farm_management-mulch_use_crops,farm_management-chemical_fertilizer_use,farm_management-fertilizer_use_crops,farm_management-herbicide_use,farm_management-pesticide_use,PARENT_KEY,KEY,SET-OF-farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16 7,Groundnut tomato castor,6 7 8,"",1 2,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,7 16,0,"",0,"",1,7 16,0,1,uuid:e18eab84-41eb-4202-a048-f7a5e71eb013,uuid:e18eab84-41eb-4202-a048-f7a5e71eb013/farm_details[1],uuid:e18eab84-41eb-4202-a048-f7a5e71eb013/farm_details
2,2.0000000000,2,"",6,"",2.0000000000,2,"",1,"",Medium,Soil color and through soil testing,0,"","",2,1,0,"","","",1,"",7 6 8 9 2 3,"",2 5,"",0,0,"","",0,4 2,"",0,"",0,"",0,"",0,"",0,0,uuid:fdec9977-2591-4c6b-b07e-b153654e57dd,uuid:fdec9977-2591-4c6b-b07e-b153654e57dd/farm_details[1],uuid:fdec9977-2591-4c6b-b07e-b153654e57dd/farm_details
1,2.0000000000,2,"",2,"",2.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7 8,"",2 1 5,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:75f50911-5a9c-4804-9cc2-09af1145d9a0,uuid:75f50911-5a9c-4804-9cc2-09af1145d9a0/farm_details[1],uuid:75f50911-5a9c-4804-9cc2-09af1145d9a0/farm_details
2,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Ground nut, tomato",6 7,"",2 6,"Jeevamrutam, ghanajeevanrutam",1,0,"","",0,4,"",1,16,0,"",0,"",0,"",0,0,uuid:58ee9a12-82a6-4fad-81d6-e2675f54d6a7,uuid:58ee9a12-82a6-4fad-81d6-e2675f54d6a7/farm_details[1],uuid:58ee9a12-82a6-4fad-81d6-e2675f54d6a7/farm_details
2,5.0000000000,2,"",6,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",1,"",6 7 8,"",1 4,"",0,0,"","",0,4 2,"",0,"",0,"",0,"",1,1,1,1,uuid:b6a26d89-5ed0-433c-8b96-e03f58f66498,uuid:b6a26d89-5ed0-433c-8b96-e03f58f66498/farm_details[1],uuid:b6a26d89-5ed0-433c-8b96-e03f58f66498/farm_details
2,2.0000000000,2,"",6,"",2.0000000000,2,"",1,"",Medium,Yield,0,"","",2,1,0,"","","",1,"",6 7 8,"",1 4,"",0,0,"","",0,4 2,"",0,"",0,"",0,"",1,1,1,1,uuid:b6a26d89-5ed0-433c-8b96-e03f58f66498,uuid:b6a26d89-5ed0-433c-8b96-e03f58f66498/farm_details[2],uuid:b6a26d89-5ed0-433c-8b96-e03f58f66498/farm_details
1,3.0000000000,2,"",2,"",3.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7 8,"",1 2 5,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:fdfc3118-9f38-4a7f-a0a1-ba968dd0549f,uuid:fdfc3118-9f38-4a7f-a0a1-ba968dd0549f/farm_details[1],uuid:fdfc3118-9f38-4a7f-a0a1-ba968dd0549f/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,Groundnut tomato,6 7,"",1 2,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:fdc9b079-7c74-44f3-9a88-16b75c332223,uuid:fdc9b079-7c74-44f3-9a88-16b75c332223/farm_details[1],uuid:fdc9b079-7c74-44f3-9a88-16b75c332223/farm_details
1,6.0000000000,2,"",2,"",6.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,"Castor, Ground nut,",6 7 8,"",1 2 5,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:43e32edb-8a3d-40a3-9f5d-79f50d844e6d,uuid:43e32edb-8a3d-40a3-9f5d-79f50d844e6d/farm_details[1],uuid:43e32edb-8a3d-40a3-9f5d-79f50d844e6d/farm_details
2,2.0000000000,2,"",4,"",1.5000000000,2,"",1,"",Medium,"Based on soil colour, yield obtained",0,"","",2,1,0,"","","",1 14,"",1 2 4,"",3 5,"",0,1,50.0000000000,2.0000000000,0,2,"",0,"",1,1 14,0,"",0,"",0,0,uuid:1dbf8909-df37-4e20-825d-485e2649df68,uuid:1dbf8909-df37-4e20-825d-485e2649df68/farm_details[1],uuid:1dbf8909-df37-4e20-825d-485e2649df68/farm_details
3,1.0000000000,2,"",4,"",1.0000000000,2,"",2,"",Low,Based on the yield obtained,0,"","",2,2,0,"","","",15 16,Coffee,1 2 4,"",3 4 5,"",0,0,"","",0,2 3,"",0,"",0,"",0,"",0,"",0,0,uuid:1dbf8909-df37-4e20-825d-485e2649df68,uuid:1dbf8909-df37-4e20-825d-485e2649df68/farm_details[2],uuid:1dbf8909-df37-4e20-825d-485e2649df68/farm_details
2,1.0000000000,2,"",1,"",2.0000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",1,"",2 6 7,"",1 2,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,0,1,uuid:1bf5ed54-5c5f-4138-a2a8-38baa3821b60,uuid:1bf5ed54-5c5f-4138-a2a8-38baa3821b60/farm_details[1],uuid:1bf5ed54-5c5f-4138-a2a8-38baa3821b60/farm_details
2,1.0000000000,2,"",1,"",2.0000000000,2,"",1,"",Medium,Soil texture,0,"","",2,1,0,"","","",16,"Coconut,banana,lemon",2 6 7,"",2 1,"",0,0,"","",0,4 2,"",1,16,0,"",0,"",0,"",0,0,uuid:1bf5ed54-5c5f-4138-a2a8-38baa3821b60,uuid:1bf5ed54-5c5f-4138-a2a8-38baa3821b60/farm_details[2],uuid:1bf5ed54-5c5f-4138-a2a8-38baa3821b60/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato , castor",6 7,"",2 1,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:cb391ec5-8edd-41a3-84f8-5890dc40575d,uuid:cb391ec5-8edd-41a3-84f8-5890dc40575d/farm_details[1],uuid:cb391ec5-8edd-41a3-84f8-5890dc40575d/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,"Groundnut, tomato",6 7 8,"",1 2 5,"",1,0,"","",0,5,Incorporating into the field while ploughing,1,16,0,"",0,"",1,16,0,1,uuid:2627cd96-c01e-406d-9ded-c8f370f7853a,uuid:2627cd96-c01e-406d-9ded-c8f370f7853a/farm_details[1],uuid:2627cd96-c01e-406d-9ded-c8f370f7853a/farm_details
2,1.0000000000,2,"",2,"",1.0000000000,2,"",1,"",Medium,Based on presence of earthworm,0,"","",1,2,0,"","","",4 5 10 11 16,"Castor, redgram",6 7,"",2 3,"",1,0,"","",0,1,"",0,"",1,4 5 10 11,1,7 16,0,"",0,0,uuid:f2ac116d-6f87-4167-af4b-ce40eaa38099,uuid:f2ac116d-6f87-4167-af4b-ce40eaa38099/farm_details[1],uuid:f2ac116d-6f87-4167-af4b-ce40eaa38099/farm_details
2,0.6400000000,2,"",2,"",0.6400000000,2,"",1,"",Medium,Based on infiltration rate,0,"","",2,3,1,3,2 3,We used to make channels for storage of water.,16,Ground nut,8 6 7,"",2 3,"",1,0,"","",1,4,"",1,16,1,16,0,"",0,"",0,0,uuid:f2ac116d-6f87-4167-af4b-ce40eaa38099,uuid:f2ac116d-6f87-4167-af4b-ce40eaa38099/farm_details[2],uuid:f2ac116d-6f87-4167-af4b-ce40eaa38099/farm_details
2,1.5000000000,2,"",1,"",1.5000000000,2,"",1,"",Medium,"Yield,soil organisms",0,"","",2,1,0,"","","",1,"",7 6 2,"",1 2 4,"",0,0,"","",0,4 2,"",1,1,0,"",0,"",1,1,1,1,uuid:5acc322d-0cf4-4fe6-9a43-937f4167078d,uuid:5acc322d-0cf4-4fe6-9a43-937f4167078d/farm_details[1],uuid:5acc322d-0cf4-4fe6-9a43-937f4167078d/farm_details
2,1.0000000000,2,"",4,"",0.4000000000,2,"",1,"",Medium,Based on earthworms and earthworms castings present in the field,0,"","",2,2,0,"","","",1,"",1 2 4 6 7 9,"",3 4 5,"",0,1,60.0000000000,0.5000000000,0,2,"",0,"",1,1,0,"",0,"",0,0,uuid:3911a3fe-3fd0-436f-9838-9f1929d4b70b,uuid:3911a3fe-3fd0-436f-9838-9f1929d4b70b/farm_details[1],uuid:3911a3fe-3fd0-436f-9838-9f1929d4b70b/farm_details
2,1.0000000000,2,"",2,"",1.0000000000,2,"",2,"",Low,Based on soil colour and porosity capacity of the soil,1,2,Black soils and Red soils,1,2,1,1,3,"",2 14 16 11,Pippali,1 2 3 4,"",3,"",0,1,60.0000000000,0.5000000000,0,2,"",0,"",1,2 14 16,0,"",0,"",0,0,uuid:3911a3fe-3fd0-436f-9838-9f1929d4b70b,uuid:3911a3fe-3fd0-436f-9838-9f1929d4b70b/farm_details[2],uuid:3911a3fe-3fd0-436f-9838-9f1929d4b70b/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7,"",1 2,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:7526a19f-212b-40b3-88e0-1d6e04a9a91d,uuid:7526a19f-212b-40b3-88e0-1d6e04a9a91d/farm_details[1],uuid:7526a19f-212b-40b3-88e0-1d6e04a9a91d/farm_details
2,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Based on soil colour,0,"","",2,1,0,"","","",16,Ground nut,6 7 8,"",2 1,"",1,0,"","",0,2,"",1,16,0,"",0,"",1,16,0,1,uuid:51403f24-d228-4d10-990c-a01bc6005600,uuid:51403f24-d228-4d10-990c-a01bc6005600/farm_details[1],uuid:51403f24-d228-4d10-990c-a01bc6005600/farm_details
2,4.0000000000,2,"",2,"",4.0000000000,2,"",1,"",Medium,Based on soil colour,0,"","",2,1,0,"","","",16,"Groundnut,",6 7 8,"",2,"",1,0,"","",0,2,"",1,16,0,"",0,"",0,"",0,0,uuid:51403f24-d228-4d10-990c-a01bc6005600,uuid:51403f24-d228-4d10-990c-a01bc6005600/farm_details[2],uuid:51403f24-d228-4d10-990c-a01bc6005600/farm_details
2,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Based on soil colour,0,"","",2,1,0,"","","",16,"Chilli , groundnut",6 7 8,"",2,"",1,0,"","",0,4,"",1,16,0,"",0,"",0,"",0,0,uuid:fd2dd02b-b0ce-4665-9c5c-01c655d5dc2f,uuid:fd2dd02b-b0ce-4665-9c5c-01c655d5dc2f/farm_details[1],uuid:fd2dd02b-b0ce-4665-9c5c-01c655d5dc2f/farm_details
1,0.4000000000,2,"",1,"",1.0000000000,2,"",1,"",Medium,Visually seeing the soil,0,"","",2,1,0,"","","",1,"",2 8,"",1 2,"",1,0,"","",0,2,"",1,1,0,"",0,"",1,1,1,1,uuid:d71435cf-8603-46af-8ee4-48e0950b9b33,uuid:d71435cf-8603-46af-8ee4-48e0950b9b33/farm_details[1],uuid:d71435cf-8603-46af-8ee4-48e0950b9b33/farm_details
1,0.6000000000,2,"",1,"",1.0000000000,2,"",1,"",Medium,Visually seeing the soil,0,"","",2,1,0,"","","",1,"",2 8,"",1 2,"",1,0,"","",0,2,"",1,1,0,"",0,"",1,1,1,1,uuid:d71435cf-8603-46af-8ee4-48e0950b9b33,uuid:d71435cf-8603-46af-8ee4-48e0950b9b33/farm_details[2],uuid:d71435cf-8603-46af-8ee4-48e0950b9b33/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,"Groundnut, tomato",6 7,"",1 2,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:4aa4468e-ca01-439f-af20-f759ac5abca5,uuid:4aa4468e-ca01-439f-af20-f759ac5abca5/farm_details[1],uuid:4aa4468e-ca01-439f-af20-f759ac5abca5/farm_details
2,2.5000000000,2,"",2,"",2.5000000000,2,"",1,"",Medium,Based on earth worms count,0,"","",2,1,0,"","","",7 16,"Ground nut, tomato",6 7,"",2,"",1,0,"","",0,2,"",1,7 16,0,"",0,"",0,"",0,0,uuid:85ce3677-237d-4766-a191-d47d15b60fe0,uuid:85ce3677-237d-4766-a191-d47d15b60fe0/farm_details[1],uuid:85ce3677-237d-4766-a191-d47d15b60fe0/farm_details
2,2.0000000000,2,"",4,"",1.5000000000,2,"",1,"",Medium,Based on yield,0,"","",2,1,0,"","","",1 2 10 14,"",1 2 4,"",3 4 5 6,By using APCNF methods,0,1,100.0000000000,0.5000000000,0,2,"",0,"",1,1 2 10 14,0,"",0,"",0,0,uuid:43819329-d49c-49da-95c5-664d1bef9a7d,uuid:43819329-d49c-49da-95c5-664d1bef9a7d/farm_details[1],uuid:43819329-d49c-49da-95c5-664d1bef9a7d/farm_details
3,0.5000000000,2,"",4,"",0.5000000000,2,"",2,"",Low,Based on yield,0,"","",2,2,0,"","","",15 16,Coffee,1 2 4 9,"",3 4 5 6,By using APCNF methods,0,0,"","",0,2 3,"",0,"",0,"",0,"",0,"",0,0,uuid:43819329-d49c-49da-95c5-664d1bef9a7d,uuid:43819329-d49c-49da-95c5-664d1bef9a7d/farm_details[2],uuid:43819329-d49c-49da-95c5-664d1bef9a7d/farm_details
2,1.0000000000,2,"",6,"",1.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",1,"",1 2 6 7 8 9,"",2,"",1,0,"","",0,2,"",1,1,0,"",0,"",0,"",0,0,uuid:c9cda2a2-a6a6-45b8-bf7c-d2931df596f2,uuid:c9cda2a2-a6a6-45b8-bf7c-d2931df596f2/farm_details[1],uuid:c9cda2a2-a6a6-45b8-bf7c-d2931df596f2/farm_details
2,1.0000000000,2,"",6,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",1,"",2 6,"",2 4,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,0,1,uuid:a7806d5d-409a-4eba-8d05-223a7f444084,uuid:a7806d5d-409a-4eba-8d05-223a7f444084/farm_details[1],uuid:a7806d5d-409a-4eba-8d05-223a7f444084/farm_details
2,0.5000000000,2,"",6,"",5.0000000000,2,"",1,"",Low,Soil colour and organisms,0,"","",2,1,0,"","","",1,"",2 6,"",1 4,"",0,0,"","",0,4 2,"",0,"",0,"",0,"",1,1,1,1,uuid:a7806d5d-409a-4eba-8d05-223a7f444084,uuid:a7806d5d-409a-4eba-8d05-223a7f444084/farm_details[2],uuid:a7806d5d-409a-4eba-8d05-223a7f444084/farm_details
2,0.3000000000,2,"",6,"",5.0000000000,2,"",1,"",Low,Soil colour,0,"","",2,1,0,"","","",1,"",2 6,"",1 4,"",0,0,"","",0,4 2,"",0,"",0,"",0,"",1,1,1,1,uuid:a7806d5d-409a-4eba-8d05-223a7f444084,uuid:a7806d5d-409a-4eba-8d05-223a7f444084/farm_details[3],uuid:a7806d5d-409a-4eba-8d05-223a7f444084/farm_details
2,12.0000000000,2,"",2,"",12.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",1 16,"Tomato, groundnut",6 7 8,"",1 2,"",1,0,"","",0,5,Incorporating into the field,1,1 16,0,"",0,"",1,1 16,0,1,uuid:fd926360-69a4-40f3-96c2-dae42964b478,uuid:fd926360-69a4-40f3-96c2-dae42964b478/farm_details[1],uuid:fd926360-69a4-40f3-96c2-dae42964b478/farm_details
2,4.5000000000,2,"",2,"",4.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Ground nut,6 7,"",2 6,Jeevamrutam ghanajeevanrutam,1,0,"","",0,5,Incorporating into the field,1,16,0,"",0,"",0,"",0,0,uuid:fe4297ef-b498-47d5-a5a3-36fb3e5951d1,uuid:fe4297ef-b498-47d5-a5a3-36fb3e5951d1/farm_details[1],uuid:fe4297ef-b498-47d5-a5a3-36fb3e5951d1/farm_details
2,4.5000000000,2,"",2,"",4.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,"Pomegranate, tomato",6 7,"",2 6,Jeevamrutam ghanajeevanrutam,1,0,"","",0,5,Incorporating into the field,1,16,0,"",0,"",0,"",0,0,uuid:fe4297ef-b498-47d5-a5a3-36fb3e5951d1,uuid:fe4297ef-b498-47d5-a5a3-36fb3e5951d1/farm_details[2],uuid:fe4297ef-b498-47d5-a5a3-36fb3e5951d1/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7 8,"",1 2 5,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:6462ab26-b0de-4fac-9b02-21fe811c3a27,uuid:6462ab26-b0de-4fac-9b02-21fe811c3a27/farm_details[1],uuid:6462ab26-b0de-4fac-9b02-21fe811c3a27/farm_details
2,1.0000000000,2,"",4,"",0.5000000000,2,"",1,"",Medium,Based on earthworms and earthworms castings present in the field,0,"","",1,2,0,"","","",1,"",1 2 3 4 6 7,"",3 4 5,"",0,1,30.0000000000,1.0000000000,0,2,"",0,"",1,1,0,"",0,"",0,0,uuid:0818d8a9-aa5f-4d6b-bf31-3fadf4bb1ad0,uuid:0818d8a9-aa5f-4d6b-bf31-3fadf4bb1ad0/farm_details[1],uuid:0818d8a9-aa5f-4d6b-bf31-3fadf4bb1ad0/farm_details
3,5.0000000000,2,"",4,"",3.0000000000,2,"",1,"",Medium,Based on soil colour and porosity of the soil,1,2,Black soils; Red soils,1,2,1,1,3,"",2 5 11 14 16,Little millet; groundnut; pippali,1 2 3 4 8,"",3 4 5,"",1,1,40.0000000000,1.0000000000,0,2,"",0,"",1,2 11 14,0,"",0,"",0,0,uuid:0818d8a9-aa5f-4d6b-bf31-3fadf4bb1ad0,uuid:0818d8a9-aa5f-4d6b-bf31-3fadf4bb1ad0/farm_details[2],uuid:0818d8a9-aa5f-4d6b-bf31-3fadf4bb1ad0/farm_details
2,5.5000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Based on soil colour,0,"","",2,2,0,"","","",16,"Ground nut, tomato",6 7 8,"",1 2,"",1,1,0.1000000000,1.0000000000,1,4,"",1,16,1,16,0,"",1,16,0,1,uuid:c675fe3f-157f-49ac-993d-d153301c5ab3,uuid:c675fe3f-157f-49ac-993d-d153301c5ab3/farm_details[1],uuid:c675fe3f-157f-49ac-993d-d153301c5ab3/farm_details
1,7.5000000000,2,"",2,"",7.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16 2,Groundnut,6 7 8,"",1 2 5,"",1,0,"","",0,4,"",1,16 2,0,"",0,"",1,2 16,0,1,uuid:fd42647e-5646-4250-9c66-a07bf0c787a7,uuid:fd42647e-5646-4250-9c66-a07bf0c787a7/farm_details[1],uuid:fd42647e-5646-4250-9c66-a07bf0c787a7/farm_details
1,2.0000000000,2,"",2,"",2.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Tomato, chilli",6 7 8,"",1 2 5,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,0,1,uuid:fd42647e-5646-4250-9c66-a07bf0c787a7,uuid:fd42647e-5646-4250-9c66-a07bf0c787a7/farm_details[2],uuid:fd42647e-5646-4250-9c66-a07bf0c787a7/farm_details
2,1.0000000000,2,"",3,"",1.0000000000,2,"",1,"",Medium,"Based on soil colour. If the soil colour is dark, then it is meant that the soil is healthy",0,"","",2,1,0,"","","",1 2 14,"",1 2 4,"",3,"",0,0,"","",0,2 3,"",0,"",1,1 14,0,"",0,"",0,0,uuid:620052bc-fb82-4396-9a24-0263f48ef8b0,uuid:620052bc-fb82-4396-9a24-0263f48ef8b0/farm_details[1],uuid:620052bc-fb82-4396-9a24-0263f48ef8b0/farm_details
3,0.5000000000,2,"",4,"",0.5000000000,2,"",2,"",Medium,Based on yield obtained from the farmers. If the soil is fertile then we will get more yield,0,"","",2,2,0,"","","",15 16,Coffee,1 2 4 8 9,"",3,"",0,0,"","",0,2 3,"",0,"",1,15 16,1,15 16,0,"",0,0,uuid:620052bc-fb82-4396-9a24-0263f48ef8b0,uuid:620052bc-fb82-4396-9a24-0263f48ef8b0/farm_details[2],uuid:620052bc-fb82-4396-9a24-0263f48ef8b0/farm_details
2,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Ground nut,6 7 8,"",1 2,"",1,0,"","",0,2,"",1,16,0,"",0,"",1,16,0,1,uuid:e496b29c-ec4e-4aad-aae0-cc9fa49de7d2,uuid:e496b29c-ec4e-4aad-aae0-cc9fa49de7d2/farm_details[1],uuid:e496b29c-ec4e-4aad-aae0-cc9fa49de7d2/farm_details
2,2.5000000000,2,"",2,"",2.5000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Tomato,6 7 8,"",1 2,"",1,0,"","",0,2,"",1,16,0,"",0,"",1,16,0,1,uuid:e496b29c-ec4e-4aad-aae0-cc9fa49de7d2,uuid:e496b29c-ec4e-4aad-aae0-cc9fa49de7d2/farm_details[2],uuid:e496b29c-ec4e-4aad-aae0-cc9fa49de7d2/farm_details
1,5.0000000000,2,"",2,"",4.0000000000,2,"",1,"",Medium,Based on soil by touching,0,"","",2,2,0,"","","",16,"Tomato, ground nut, castor",6 7 8,"",2,"",1,1,30.0000000000,0.2500000000,0,3,"",1,16,1,16,0,"",0,"",0,0,uuid:2daac9d5-8938-4fce-890d-bbbe293da0f9,uuid:2daac9d5-8938-4fce-890d-bbbe293da0f9/farm_details[1],uuid:2daac9d5-8938-4fce-890d-bbbe293da0f9/farm_details
2,1.0000000000,2,"",6,"",1.0000000000,2,"",1,"",Low,Soil texture,1,2,Sand and black soil,2,2,0,"","","",1,"",1 6,"",1 2,"",1,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:5e8321dd-60ac-4e77-875d-0d97ace084e0,uuid:5e8321dd-60ac-4e77-875d-0d97ace084e0/farm_details[1],uuid:5e8321dd-60ac-4e77-875d-0d97ace084e0/farm_details
2,0E-10,2,"",8,Nil,0E-10,2,"",4,Nill,Low,Nill,0,"","",2,1,0,"","","",16 1,Nill,11,Nill,6,Nill,0,0,"","",0,5,Nill,0,"",0,"",0,"",0,"",0,0,uuid:5e8321dd-60ac-4e77-875d-0d97ace084e0,uuid:5e8321dd-60ac-4e77-875d-0d97ace084e0/farm_details[2],uuid:5e8321dd-60ac-4e77-875d-0d97ace084e0/farm_details
2,1.5000000000,2,"",6,"",1.5000000000,2,"",1,"",Medium,Through yield,0,"","",2,1,1,1,3,"",1,"",2 3 6 7 8 9,"",1 2 5,"",0,0,"","",0,2,"",1,1,0,"",0,"",1,1,1,1,uuid:553cd58b-37fb-437b-a7bb-62e7eca3e93e,uuid:553cd58b-37fb-437b-a7bb-62e7eca3e93e/farm_details[1],uuid:553cd58b-37fb-437b-a7bb-62e7eca3e93e/farm_details
1,5.0000000000,2,"",2,"",5.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",16,"Groundnut, tomato",6 7 8,"",1 2 5,"",1,0,"","",0,4,"",1,16,0,"",0,"",1,16,1,1,uuid:a58cf3f8-8909-4800-ac10-a084cf03928e,uuid:a58cf3f8-8909-4800-ac10-a084cf03928e/farm_details[1],uuid:a58cf3f8-8909-4800-ac10-a084cf03928e/farm_details
2,1.0000000000,2,"",6,"",1.0000000000,2,"",1,"",Medium,Presence of earthworms and through yield,0,"","",2,1,0,"","","",1,"",6 9 7 8 1,"",5,"",0,0,"","",0,2,"",0,"",0,"",0,"",0,"",0,0,uuid:e0610e85-64f8-4290-9fc6-e4268636bf29,uuid:e0610e85-64f8-4290-9fc6-e4268636bf29/farm_details[1],uuid:e0610e85-64f8-4290-9fc6-e4268636bf29/farm_details
2,7.0000000000,2,"",2,"",7.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Ground nut,6 7,"",2 1,"",1,0,"","",0,5,Incorporating into the field,1,16,0,"",0,"",1,16,0,1,uuid:bc5b709a-6ef6-4c1c-8faa-7075991b4fe3,uuid:bc5b709a-6ef6-4c1c-8faa-7075991b4fe3/farm_details[1],uuid:bc5b709a-6ef6-4c1c-8faa-7075991b4fe3/farm_details
2,7.0000000000,2,"",2,"",7.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,2,0,"","","",16,Tomato,6 7,"",1 2,"",0,0,"","",0,5,Incorporating into the field,1,16,0,"",0,"",1,16,0,1,uuid:bc5b709a-6ef6-4c1c-8faa-7075991b4fe3,uuid:bc5b709a-6ef6-4c1c-8faa-7075991b4fe3/farm_details[2],uuid:bc5b709a-6ef6-4c1c-8faa-7075991b4fe3/farm_details
1,1.5000000000,2,"",8,Own,1.5000000000,2,"",1,"",Medium,"Soil structure ,earthworm count , yield",0,"","",2,1,0,"","","",1,"",2 7 9 6,"",5,"",0,0,"","",0,2,"",0,"",0,"",0,"",0,"",0,0,uuid:c418240e-6817-4610-b8db-f7ca204e8426,uuid:c418240e-6817-4610-b8db-f7ca204e8426/farm_details[1],uuid:c418240e-6817-4610-b8db-f7ca204e8426/farm_details
1,0.4000000000,2,"",1,"",1.0000000000,2,"",1,"",Medium,Gives good yield,0,"","",2,1,0,"","","",1,"",2 11,Field gets flooded because it's lower than the other orchids around it,2 1,"",0,0,"","",0,4,"",1,1,0,"",0,"",1,1,1,1,uuid:157cbf65-4c20-436f-b97f-5428c5b09e74,uuid:157cbf65-4c20-436f-b97f-5428c5b09e74/farm_details[1],uuid:157cbf65-4c20-436f-b97f-5428c5b09e74/farm_details
1,0.6000000000,2,"",6,"",1.0000000000,2,"",1,"",Medium,Soil colour,0,"","",2,1,0,"","","",1,"",2 11,Field get flooded as it's in low level compared to the orchids around the farm,1,"",0,0,"","",0,4,"",0,"",0,"",0,"",1,1,1,1,uuid:157cbf65-4c20-436f-b97f-5428c5b09e74,uuid:157cbf65-4c20-436f-b97f-5428c5b09e74/farm_details[2],uuid:157cbf65-4c20-436f-b97f-5428c5b09e74/farm_details
